38.895110, -77.036369
48.856613, 2.352222
34.052235, -118.243683
51.507351, -0.127758
40.712776, -74.005974
41.878113, -87.629799
37.774929, -122.419416
35.682839, -105.938805
55.755825, 37.617611
33.684420, -117.826185
45.421529, -75.690601
51.165691, 10.451526
37.354107, -121.955235
47.606209, -122.332069
30.267153, -97.743061
52.520008, 13.404954
43.653225, -79.383186
39.904202, 32.859507
52.229676, 21.012229
36.778261, -119.417932
50.110924, 8.682127
28.613939, 77.209021
53.349805, -6.26031
48.858844, 2.294351
40.438131, -3.819619
41.891930, 12.51133
25.276987, 51.520798
39.952583, 32.760766
45.508839, -73.587807
32.715736, -117.161087
52.520007, 13.404954
37.804363, -122.271113
45.523449, -122.676208
55.676098, 12.568337
34.052235, -118.243683
33.748997, -84.387985
40.712776, -74.005974
34.052235, -118.243683
51.507351, -0.127758
38.895110, -77.036369
48.856613, 2.352222
34.052235, -118.243683
51.507351, -0.127758
40.712776, -74.005974
41.878113, -87.629799
37.774929, -122.419416
35.682839, -105.938805
55.755825, 37.617611
33.684420, -117.826185
